Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Credit Card No,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
5153,36706,2009-04-11,Not Specified,7,355.97,0.03,Regular Air,-4.459999999999994,48.04,19.99,Brad Eason,Ontario,Ontario,Small Business,348405392197242,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,Small Box,0.37,2009-04-13
5214,37121,2011-03-15,Not Specified,44,9499.3,0.01,Delivery Truck,618.36,216.6,64.2,Bill Donatelli,Ontario,Ontario,Corporate,346179203731612,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,2011-03-16
5420,38528,2011-12-20,Critical,36,2544.985,0.07,Regular Air,-113.058,85.99,0.99,Russell Applegate,Ontario,Ontario,Small Business,341548424219463,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,2011-12-21
5469,38853,2012-03-23,Low,13,728.025,0.04,Regular Air,19.997999999999998,65.99,2.5,Duane Benoit,Ontario,Ontario,Home Office,373915203414592,Technology,Telephones and Communication,6000,Small Box,0.55,2012-03-27
5585,39590,2011-05-14,Low,9,79.25,0.0,Express Air,-13.25,7.64,5.83,Jason Gross,Ontario,Ontario,Small Business,370405652757959,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2011-05-21
5735,40707,2009-06-11,High,26,1495.184,0.0,Regular Air,211.08599999999998,65.99,8.99,Harold Pawlan,Ontario,Ontario,Small Business,342281578411970,Technology,Telephones and Communication,5180,Small Box,0.56,2009-06-13
5769,40961,2011-03-30,Medium,7,23.84,0.02,Regular Air,5.88,3.15,0.5,Bill Donatelli,Ontario,Ontario,Corporate,373269292436540,Office Supplies,Labels,Avery 520,Small Box,0.37,2011-03-31
5783,41026,2011-04-19,Medium,8,709.37,0.1,Delivery Truck,-281.76,89.99,42.0,Duane Benoit,Ontario,Ontario,Home Office,347899429388868,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2011-04-20
5784,41026,2011-04-19,Medium,19,59.76,0.1,Express Air,-33.11,3.14,1.92,Duane Benoit,Ontario,Ontario,Home Office,374615203673374,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2011-04-19
5853,41543,2009-02-06,Low,45,7548.65,0.03,Delivery Truck,1385.35,160.98,30.0,Bill Donatelli,Ontario,Ontario,Corporate,349348313206651,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,2009-02-10
5854,41543,2009-02-06,Low,24,1318.8684999999998,0.03,Regular Air,172.332,65.99,3.99,Bill Donatelli,Ontario,Ontario,Corporate,373439044602489,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2009-02-10
5862,41606,2009-06-23,High,23,4514.86,0.09,Delivery Truck,-641.09,200.98,55.96,Brad Eason,Ontario,Ontario,Small Business,341678652364853,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,Jumbo Box,0.75,2009-06-24
5863,41606,2009-06-23,High,30,79.14,0.09,Regular Air,-4.73,2.78,0.97,Brad Eason,Ontario,Ontario,Small Business,341748839874718,Office Supplies,Pens & Art Supplies,Newell 333,Wrap Bag,0.59,2009-06-24
5913,41926,2011-02-05,High,17,112.57,0.08,Regular Air,-28.53,6.48,5.14,Harold Pawlan,Ontario,Ontario,Small Business,379302697302167,Office Supplies,Paper,Xerox 23,Small Box,0.37,2011-02-06
5914,41926,2011-02-05,High,43,1562.69,0.0,Regular Air,287.74,34.76,8.22,Harold Pawlan,Ontario,Ontario,Small Business,378617100837850,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,2011-02-05
7082,50533,2011-05-31,Not Specified,32,1974.66,0.06,Express Air,-929.68,64.65,35.0,Adam Bellavance,Ontario,Ontario,Small Business,371127996799336,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,2011-06-02
7083,50533,2011-05-31,Not Specified,3,73.44,0.0,Delivery Truck,-53.784,15.23,27.75,Adam Bellavance,Ontario,Ontario,Small Business,377101944771022,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.76,2011-06-01
7252,51747,2012-07-05,Medium,3,12.11,0.02,Regular Air,-0.98,3.69,0.5,Harold Pawlan,Ontario,Ontario,Small Business,370410778851033,Office Supplies,Labels,Avery 52,Small Box,0.38,2012-07-06
7469,53314,2010-09-19,High,33,2667.92,0.01,Regular Air,1049.02,78.69,19.99,Cari Sayre,Ontario,Ontario,Home Office,374899540822015,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,2010-09-19
7470,53314,2010-09-19,High,15,2236.15,0.05,Delivery Truck,-310.95,145.98,51.92,Cari Sayre,Ontario,Ontario,Home Office,375544238476711,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,2010-09-21
7648,54791,2012-12-20,High,45,4165.04,0.0,Delivery Truck,135.68,90.98,30.0,Lisa DeCherney,Ontario,Ontario,Corporate,378332484286449,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61,2012-12-22
7657,54912,2011-07-21,Low,17,117.33,0.07,Regular Air,10.31,6.69,3.1,Harold Pawlan,Ontario,Ontario,Small Business,348507914876201,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.36,2011-07-28
7711,55269,2010-03-07,Medium,1,49.61,0.0,Regular Air,-41.82,30.98,17.08,Adam Bellavance,Ontario,Ontario,Small Business,342536186654968,Office Supplies,Paper,Xerox 197,Small Box,0.4,2010-03-08
7845,56101,2010-07-19,Not Specified,1,21.45,0.01,Regular Air,-7.22,14.42,6.75,Bill Donatelli,Ontario,Ontario,Corporate,379276774200629,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,2010-07-21
7846,56101,2010-07-19,Not Specified,44,5347.13,0.08,Regular Air,1886.4134999999999,122.99,19.99,Bill Donatelli,Ontario,Ontario,Corporate,371123509205333,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,2010-07-22
7917,56582,2009-06-12,Low,36,4581.41,0.04,Delivery Truck,-904.73,130.98,54.74,Harold Pawlan,Ontario,Ontario,Small Business,340760944932993,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,2009-06-12
7932,56677,2009-04-11,High,35,430.55,0.0,Regular Air,120.01,12.22,2.85,Roy Skaria,Ontario,Ontario,Corporate,346941060962147,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,2009-04-12
8214,58725,2010-05-20,Not Specified,20,148.31,0.03,Regular Air,37.33,7.04,2.17,Joel Jenkins,Ontario,Ontario,Corporate,347785430077428,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,2010-05-21
8349,59683,2012-10-13,Not Specified,37,191.36,0.05,Regular Air,-82.08699999999999,4.91,4.97,Bill Donatelli,Ontario,Ontario,Small Business,348096422625888,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2012-10-14
133,837,2009-06-14,Not Specified,11,65.7,0.01,Regular Air,13.41,5.84,0.83,Sean O'Donnell,Ontario,Ontario,Corporate,374366093918707,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,2009-06-16
169,1059,2009-02-26,Critical,22,127.33,0.02,Regular Air,5.2955000000000005,5.34,2.99,Sean O'Donnell,Ontario,Ontario,Corporate,379647115841273,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,2009-02-28
170,1059,2009-02-26,Critical,24,990.1,0.03,Regular Air,310.216,40.98,7.47,Sean O'Donnell,Ontario,Ontario,Corporate,376644278375820,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,0.37,2009-02-27
264,1826,2012-04-15,Not Specified,5,28.32,0.09,Regular Air,-14.35,4.98,4.75,Susan Vittorini,Ontario,Ontario,Corporate,349641895470541,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,2012-04-16
288,2020,2010-06-20,Medium,42,213.75,0.03,Regular Air,-188.77,5.02,5.14,Sandra Glassco,Ontario,Ontario,Home Office,343009581539985,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,2010-06-22
1428,10340,2011-06-22,High,24,7547.14,0.03,Regular Air,2080.48,320.98,24.49,Sandra Glassco,Ontario,Ontario,Home Office,348128742963440,Furniture,Chairs & Chairmats,Hon Pagoda™ Stacking Chairs,Large Box,0.55,2011-06-23
1429,10340,2011-06-22,High,2,224.32,0.08,Regular Air,-178.77,110.98,13.99,Sandra Glassco,Ontario,Ontario,Home Office,379022240436656,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,2011-06-23
1430,10340,2011-06-22,High,15,311.98,0.09,Regular Air,-9.78,22.01,5.53,Sandra Glassco,Ontario,Ontario,Home Office,370506547761013,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,2011-06-25
1533,11044,2012-06-24,Medium,3,14.49,0.09,Regular Air,-12.58,3.28,5.0,Sandra Glassco,Ontario,Ontario,Home Office,349085001670539,Office Supplies,Pens & Art Supplies,Newell 35,Wrap Bag,0.56,2012-06-25
1849,13313,2009-07-16,Not Specified,18,243.51,0.02,Regular Air,-159.86,12.99,14.37,Skye Norling,Ontario,Ontario,Home Office,373608879883535,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,2009-07-18
1850,13313,2009-07-16,Not Specified,22,755.6,0.05,Regular Air,223.44,35.44,7.5,Skye Norling,Ontario,Ontario,Home Office,379636942219555,Office Supplies,Paper,Xerox 1906,Small Box,0.38,2009-07-18
1851,13313,2009-07-16,Not Specified,45,592.73,0.02,Regular Air,75.01,12.98,3.14,Skye Norling,Ontario,Ontario,Home Office,344557951259443,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,2009-07-19
2182,15718,2009-01-27,Critical,36,100.87,0.09,Regular Air,8.4,2.94,0.7,Sean O'Donnell,Ontario,Ontario,Corporate,342912709863735,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag,0.58,2009-01-28
2410,17506,2010-02-28,Low,33,9473.31,0.03,Delivery Truck,1939.11,294.62,42.52,Susan Vittorini,Ontario,Ontario,Home Office,348167349565737,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57,2010-03-04
2766,20003,2012-01-30,Medium,39,796.08,0.05,Regular Air,30.29,19.98,4.0,Shirley Schmidt,Ontario,Ontario,Corporate,344099020074735,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,2012-01-31
2882,20805,2011-01-10,High,12,69.98,0.06,Regular Air,-58.327999999999996,5.53,6.98,Sandra Glassco,Ontario,Ontario,Home Office,374906593391176,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,2011-01-13
2883,20805,2011-01-10,High,35,418.34,0.08,Regular Air,73.57,12.58,5.16,Sandra Glassco,Ontario,Ontario,Home Office,347375739650636,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,2011-01-12
2884,20805,2011-01-10,High,3,17.7,0.06,Regular Air,-10.37,4.28,4.79,Sandra Glassco,Ontario,Ontario,Home Office,349207395292379,Office Supplies,Paper,Xerox 1962,Small Box,0.4,2011-01-11
2885,20805,2011-01-10,High,12,45.61,0.1,Regular Air,9.18,3.85,0.7,Sandra Glassco,Ontario,Ontario,Home Office,344302811301279,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2011-01-11
3290,23524,2009-04-28,High,28,129.33,0.04,Express Air,48.25,4.13,0.99,Sandra Glassco,Ontario,Ontario,Home Office,377010651205829,Office Supplies,Labels,Avery 491,Small Box,0.39,2009-04-30
3291,23524,2009-04-28,High,46,2461.23,0.06,Regular Air,748.2,55.48,14.3,Sandra Glassco,Ontario,Ontario,Home Office,370196003926928,Office Supplies,Paper,Xerox 194,Small Box,0.37,2009-04-30
4201,29860,2009-09-13,Critical,48,8295.29,0.08,Regular Air,2267.22,178.47,19.99,Skye Norling,Ontario,Ontario,Home Office,349678518665164,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,2009-09-16
4325,30787,2011-09-27,High,43,6477.459,0.05,Regular Air,1836.459,175.99,8.99,Sandra Glassco,Ontario,Ontario,Home Office,379988556275336,Technology,Telephones and Communication,2180,Small Box,0.57,2011-09-28
5258,37440,2010-06-23,Not Specified,31,295.45,0.03,Regular Air,-4.36,9.38,4.93,Rick Wilson,Ontario,Ontario,Corporate,371624339018820,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box,0.57,2010-06-25
5633,39872,2010-02-22,Critical,5,16.24,0.01,Regular Air,0.35000000000000053,2.88,0.99,Sandra Glassco,Ontario,Ontario,Home Office,376750313230944,Office Supplies,Labels,Avery 514,Small Box,0.36,2010-02-23
5646,39943,2012-06-07,High,16,28.65,0.02,Regular Air,-23.86,1.7,1.99,Rick Wilson,Ontario,Ontario,Consumer,374435896946544,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.51,2012-06-08
5647,39943,2012-06-07,High,12,201.535,0.09,Regular Air,-122.617,20.99,3.3,Rick Wilson,Ontario,Ontario,Consumer,348163634701798,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,2012-06-09
5985,42405,2010-01-21,High,13,81.68,0.08,Regular Air,-25.22,5.98,5.15,Skye Norling,Ontario,Ontario,Home Office,349260531095792,Office Supplies,Paper,Xerox 193,Small Box,0.36,2010-01-23
6631,47171,2010-01-07,Medium,21,147.16,0.01,Regular Air,-92.55,6.48,8.4,Sandra Glassco,Ontario,Ontario,Home Office,347362544681279,Office Supplies,Paper,Xerox 212,Small Box,0.37,2010-01-08
6632,47171,2010-01-07,Medium,19,50.07,0.03,Regular Air,-0.53,2.67,0.86,Sandra Glassco,Ontario,Ontario,Home Office,349967038353769,Office Supplies,Pens & Art Supplies,Blackstonian Pencils,Wrap Bag,0.57,2010-01-08
6633,47171,2010-01-07,Medium,32,6982.87,0.05,Delivery Truck,875.55,217.85,29.1,Sandra Glassco,Ontario,Ontario,Home Office,348973590596143,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Jumbo Box,0.68,2010-01-07
6820,48576,2012-12-01,Not Specified,17,464.59,0.07,Regular Air,168.215,28.53,1.49,Sandra Glassco,Ontario,Ontario,Home Office,378855727385628,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2012-12-02
6821,48576,2012-12-01,Not Specified,47,316.68,0.06,Regular Air,-161.0,6.48,7.49,Sandra Glassco,Ontario,Ontario,Home Office,346748297866128,Office Supplies,Paper,Xerox 220,Small Box,0.37,2012-12-03
7547,53984,2012-12-10,Medium,23,172.9,0.0,Regular Air,51.43,6.88,2.0,Rick Wilson,Ontario,Ontario,Corporate,379120474427993,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,2012-12-11
18,129,2012-11-18,Low,4,32.72,0.09,Regular Air,-22.59,6.48,8.19,Pauline Chand,Ontario,Ontario,Corporate,375713204072289,Office Supplies,Paper,Xerox 217,Small Box,0.37,2012-11-27
68,388,2012-12-15,Not Specified,46,517.93,0.06,Regular Air,-94.73,11.7,6.96,Jennifer Halladay,Ontario,Ontario,Home Office,370191124055269,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,2012-12-18
205,1345,2012-10-27,Low,24,2443.85,0.08,Delivery Truck,-120.85,100.98,35.84,Ritsa Hightower,Ontario,Ontario,Corporate,344141191934378,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2012-10-31
257,1793,2012-07-11,Not Specified,36,233.43,0.03,Regular Air,-71.898,6.28,5.36,Joni Blumstein,Ontario,Ontario,Home Office,373345061889737,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,Small Box,0.4,2012-07-11
316,2209,2012-07-09,High,27,9418.73,0.0,Delivery Truck,2245.24,320.98,58.95,Pete Armstrong,Ontario,Ontario,Consumer,344814294993927,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,2012-07-11
317,2209,2012-07-09,High,1,5.68,0.02,Regular Air,-1.82,4.76,0.88,Pete Armstrong,Ontario,Ontario,Consumer,348985492588564,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,2012-07-10
318,2209,2012-07-09,High,42,174.59,0.08,Regular Air,25.88,4.28,0.94,Pete Armstrong,Ontario,Ontario,Consumer,343032954348420,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2012-07-09
319,2209,2012-07-09,High,13,1265.4969999999998,0.1,Regular Air,-161.117,125.99,3.0,Pete Armstrong,Ontario,Ontario,Consumer,349344413031503,Technology,Telephones and Communication,270c,Small Box,0.59,2012-07-10
439,2947,2011-04-25,Critical,8,57.04,0.05,Regular Air,-29.06,6.48,6.81,Pete Armstrong,Ontario,Ontario,Consumer,373079625465128,Office Supplies,Paper,Xerox 1930,Small Box,0.36,2011-04-27
474,3271,2011-12-31,Critical,45,11532.99,0.07,Delivery Truck,2753.39,264.98,17.86,Joni Blumstein,Ontario,Ontario,Home Office,371299872275150,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58,2011-12-31
475,3271,2011-12-31,Critical,18,146.1,0.06,Express Air,51.14,8.34,1.43,Joni Blumstein,Ontario,Ontario,Home Office,379041166549367,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Wrap Bag,0.35,2012-01-01
623,4321,2009-07-17,Medium,47,1505.57,0.02,Express Air,-54.63,30.53,19.99,Pauline Chand,Ontario,Ontario,Corporate,346618168735514,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Box,0.39,2009-07-19
643,4545,2010-01-16,Not Specified,33,126.38,0.08,Regular Air,26.64,4.0,1.3,Pauline Chand,Ontario,Ontario,Small Business,375439944454237,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,2010-01-18
644,4545,2010-01-16,Not Specified,4,33.1,0.06,Regular Air,-24.15,6.48,8.74,Pauline Chand,Ontario,Ontario,Small Business,349625301751735,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2010-01-17
783,5572,2009-07-16,High,37,288.55,0.03,Regular Air,-133.7,7.37,5.53,Anna Gayman,Ontario,Ontario,Corporate,377564613751320,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,2009-07-18
800,5703,2010-05-15,Medium,29,357.96,0.06,Regular Air,10.44,12.28,6.47,Joni Blumstein,Ontario,Ontario,Consumer,377593881469703,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2010-05-16
819,5920,2009-11-19,High,4,582.59,0.07,Regular Air,-121.75,155.06,7.07,Nat Gilpin,Ontario,Ontario,Consumer,379547593852638,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,2009-11-19
880,6311,2010-02-10,Medium,18,1297.4485,0.04,Regular Air,4.212000000000006,85.99,10.78,Anna Gayman,Ontario,Ontario,Corporate,345842814556618,Technology,Telephones and Communication,3395,Small Box,0.58,2010-02-13
1125,8231,2012-10-18,Critical,27,79.44,0.06,Regular Air,29.85,2.88,0.5,Pauline Chand,Ontario,Ontario,Corporate,373918960617936,Office Supplies,Labels,Avery 492,Small Box,0.39,2012-10-20
1126,8231,2012-10-18,Critical,5,110.03,0.06,Regular Air,-31.33,19.98,10.49,Pauline Chand,Ontario,Ontario,Corporate,372360446021220,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,2012-10-19
1191,8709,2009-03-08,High,50,2451.41,0.07,Regular Air,773.36,51.98,10.17,Rose O'Brian,Ontario,Ontario,Home Office,378600386734975,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37,2009-03-10
1192,8709,2009-03-08,High,11,851.24,0.1,Delivery Truck,-149.4573,80.97,33.6,Rose O'Brian,Ontario,Ontario,Home Office,340141439438293,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,2009-03-11
1338,9765,2012-10-12,Low,26,3505.6,0.03,Regular Air,1019.7,128.24,12.65,Rose O'Brian,Ontario,Ontario,Home Office,341417855613695,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,,2012-10-19
1399,10147,2010-10-09,High,22,96.75,0.04,Regular Air,-72.91,4.24,5.41,Jennifer Halladay,Ontario,Ontario,Home Office,345656006284973,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2010-10-10
1645,11876,2011-07-03,High,47,5051.89,0.02,Regular Air,1708.84,107.53,5.81,Joni Blumstein,Ontario,Ontario,Home Office,340244228462043,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,2011-07-06
1692,12224,2009-12-12,High,2,302.91,0.04,Delivery Truck,-186.12900000000002,124.49,51.94,Joni Blumstein,Ontario,Ontario,Consumer,345887757899202,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2009-12-14
1693,12224,2009-12-12,High,29,842.6134999999999,0.1,Regular Air,-208.428,35.99,5.0,Joni Blumstein,Ontario,Ontario,Consumer,373896509732459,Technology,Telephones and Communication,Accessory17,Wrap Bag,0.82,2009-12-12
1696,12256,2012-12-18,Medium,44,117.97,0.1,Regular Air,44.59,2.88,0.5,Joni Blumstein,Ontario,Ontario,Home Office,379164589276127,Office Supplies,Labels,Avery 49,Small Box,0.36,2012-12-20
1703,12261,2010-10-23,Low,12,2237.76,0.1,Delivery Truck,151.86,200.98,23.76,Ritsa Hightower,Ontario,Ontario,Corporate,372625799149202,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,2010-10-28
1704,12261,2010-10-23,Low,4,20.59,0.02,Express Air,1.19,3.98,0.83,Ritsa Hightower,Ontario,Ontario,Corporate,370530604993376,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,2010-10-27
1705,12261,2010-10-23,Low,19,281.74,0.06,Regular Air,25.67,14.56,3.5,Ritsa Hightower,Ontario,Ontario,Corporate,377055480986164,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,2010-10-28
1706,12261,2010-10-23,Low,23,217.35,0.0,Regular Air,-67.19,8.74,8.29,Ritsa Hightower,Ontario,Ontario,Corporate,343831777191192,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2010-10-30
1707,12261,2010-10-23,Low,15,2746.57,0.03,Regular Air,617.4,178.47,19.99,Ritsa Hightower,Ontario,Ontario,Corporate,345749251076127,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,2010-10-28
1863,13408,2009-02-14,Low,4,256.77,0.04,Regular Air,173.89,60.65,12.23,Joni Blumstein,Ontario,Ontario,Home Office,346873908932547,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64,2009-02-16
1868,13444,2012-01-05,High,33,154.44,0.06,Regular Air,54.62,4.76,0.88,Pete Armstrong,Ontario,Ontario,Consumer,344283562294873,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,2012-01-08
1893,13601,2012-08-16,Low,17,822.91,0.09,Regular Air,-94.76,49.43,19.99,Joni Blumstein,Ontario,Ontario,Consumer,379239287311788,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,2012-08-20
1938,13894,2012-04-10,Medium,31,89.18,0.04,Regular Air,21.73,2.94,0.81,Rose O'Brian,Ontario,Ontario,Home Office,378106550339252,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.4,2012-04-11
1939,13894,2012-04-10,Medium,50,1540.285,0.05,Regular Air,829.647,35.99,1.25,Rose O'Brian,Ontario,Ontario,Home Office,372211510862777,Technology,Telephones and Communication,Accessory23,Small Pack,0.36,2012-04-11
2286,16480,2009-12-06,Not Specified,14,87.23,0.09,Express Air,-69.529,5.4,7.78,Nat Gilpin,Ontario,Ontario,Consumer,373674628248800,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,2009-12-08
2455,17858,2010-09-25,Medium,21,187.14,0.02,Regular Air,21.07,8.33,1.99,Becky Castell,Ontario,Ontario,Consumer,379292947293425,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2010-09-27
2456,17858,2010-09-25,Medium,12,385.7,0.0,Regular Air,-109.91,30.98,6.5,Becky Castell,Ontario,Ontario,Consumer,375466244538534,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,2010-09-26
2457,17858,2010-09-25,Medium,46,1048.39,0.06,Express Air,206.56,22.98,7.58,Becky Castell,Ontario,Ontario,Consumer,370978561501692,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,2010-09-26
2571,18561,2009-01-09,Not Specified,9,45.87,0.02,Regular Air,-38.9,4.13,6.89,Joni Blumstein,Ontario,Ontario,Home Office,378957245140137,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Small Box,0.39,2009-01-10
2739,19777,2012-10-19,Not Specified,22,321.91,0.06,Regular Air,-24.955,15.01,8.4,Pauline Chand,Ontario,Ontario,Corporate,345666381931197,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,2012-10-19
2740,19777,2012-10-19,Not Specified,2,132.96,0.05,Regular Air,-61.8815,59.78,10.29,Pauline Chand,Ontario,Ontario,Corporate,377649746969574,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,2012-10-21
2741,19777,2012-10-19,Not Specified,24,3268.7515,0.04,Regular Air,562.914,155.99,8.08,Pauline Chand,Ontario,Ontario,Corporate,378833846711750,Technology,Telephones and Communication,300 Series Non-Flip,Small Box,0.6,2012-10-21
